wine_type,wine_id,food_item,food_id
Syrah/Shiraz,23,grilled burger,21
Grüner Veltliner,10,cream of mushroom soup,16
Malbec,13,caprese salad,8
Ice Wine,11,bbq brisket,5
Ice Wine,11,charcuterie board,10
Cabernet Sauvignon,2,roast lamb,32
Nebbiolo,15,bacon burger,4
Tempranillo,24,bbq brisket,5
Ice Wine,11,grilled burger,21
Albariño,0,bbq brisket,5
Pinot Noir,16,beef stew,7
Sauvignon Blanc,22,beef stew,7
Syrah/Shiraz,23,cheese platter,11
Port,17,sorbet,35
Grüner Veltliner,10,beef stew,7
Barbera,1,grilled ribeye,22
Riesling (dry),19,grilled ribeye,22
Sangiovese,20,grilled ribeye,22
Syrah/Shiraz,23,fondue,19
Grüner Veltliner,10,roast lamb,32
Tempranillo,24,mac and cheese,25
Port,17,cheese platter,11
Gamay (Beaujolais),7,grilled ribeye,22
White Zinfandel,27,bbq brisket,5
Malbec,13,fondue,19
Viognier,26,grilled ribeye,22
Albariño,0,roast lamb,32
Gewürztraminer,8,grilled ribeye,22
Barbera,1,grilled ribeye,22
Zinfandel,28,bbq ribs,6
Ice Wine,11,caprese salad,8
Albariño,0,lemon tart,24
Ice Wine,11,vegetable curry,37
Albariño,0,cream of mushroom soup,16
Chardonnay,5,grilled ribeye,22
Merlot,14,alfredo pasta,3
Sauternes,21,bbq ribs,6
Sauternes,21,sorbet,35
Port,17,gazpacho,20
Cabernet Sauvignon,2,caprese salad,8
Pinot Noir,16,mac and cheese,25
Grenache,9,beef stew,7
Sauternes,21,carbonara,9
Nebbiolo,15,fondue,19
Provence Rosé,18,citrus salad,15
Port,17,citrus salad,15
Zinfandel,28,beef stew,7
Pinot Noir,16,mushroom risotto,27
Chardonnay,5,cheese platter,11
Ice Wine,11,mac and cheese,25
Riesling (dry),19,grilled ribeye,22
Madeira,12,grilled ribeye,22
Ice Wine,11,charcuterie board,10
Albariño,0,sorbet,35
Grüner Veltliner,10,roast lamb,32
Chardonnay,5,mac and cheese,25
Grenache,9,roast lamb,32
Viognier,26,carbonara,9
Port,17,gazpacho,20
Zinfandel,28,mac and cheese,25
Albariño,0,cheese platter,11
Nebbiolo,15,pork tenderloin,30
Syrah/Shiraz,23,fondue,19
Merlot,14,gazpacho,20
Sauternes,21,grilled ribeye,22
Syrah/Shiraz,23,bbq brisket,5
Pinot Noir,16,bbq brisket,5
Nebbiolo,15,grilled ribeye,22
Ice Wine,11,fondue,19
Grüner Veltliner,10,cream of mushroom soup,16
Torrontés,25,fondue,19
White Zinfandel,27,cheese platter,11
Nebbiolo,15,gazpacho,20
Sangiovese,20,beef stew,7
Chardonnay,5,cream of mushroom soup,16
Champagne,4,citrus salad,15
Zinfandel,28,roast lamb,32
Pinot Noir,16,bbq brisket,5
Sauternes,21,fish tacos,18
Cava,3,oysters,29
Grüner Veltliner,10,roast lamb,32
Grenache,9,charcuterie board,10
Chardonnay,5,caprese salad,8
Pinot Noir,16,mac and cheese,25
Champagne,4,roast lamb,32
White Zinfandel,27,gazpacho,20
Merlot,14,grilled ribeye,22
Pinot Noir,16,stir-fried tofu,36
Cabernet Sauvignon,2,caprese salad,8
Gamay (Beaujolais),7,oysters,29
Gamay (Beaujolais),7,cheese platter,11
Merlot,14,cheese platter,11
Grenache,9,gazpacho,20
White Zinfandel,27,bbq brisket,5
Riesling (dry),19,grilled ribeye,22
Gewürztraminer,8,Sichuan noodles,1
Ice Wine,11,duck à l’orange,17
Cava,3,olives and cheese,28
Riesling (dry),19,gazpacho,20
Barbera,1,gazpacho,20
Tempranillo,24,citrus salad,15
Viognier,26,citrus salad,15
Merlot,14,beef stew,7
Cabernet Sauvignon,2,citrus salad,15
Chenin Blanc,6,mac and cheese,25
Ice Wine,11,pork tenderloin,30
Sauternes,21,shrimp scampi,33
Champagne,4,roast lamb,32
Provence Rosé,18,gazpacho,20
Grenache,9,citrus salad,15
Grüner Veltliner,10,grilled salmon,23
Sauternes,21,mushroom risotto,27
Grenache,9,mixed nuts,26
Gewürztraminer,8,beef stew,7
Madeira,12,chocolate mousse,14
Chardonnay,5,bbq brisket,5
Champagne,4,bbq brisket,5
Barbera,1,caprese salad,8
Cava,3,mac and cheese,25
Nebbiolo,15,fondue,19
Nebbiolo,15,alfredo pasta,3
Torrontés,25,Thai curry,2
Sauternes,21,stir-fried tofu,36
Cabernet Sauvignon,2,smoked sausage,34
Sauternes,21,sorbet,35
Barbera,1,beef stew,7
Champagne,4,citrus salad,15
Provence Rosé,18,roast lamb,32
Malbec,13,gazpacho,20
Sauvignon Blanc,22,bbq brisket,5
Provence Rosé,18,caprese salad,8
Pinot Noir,16,stir-fried tofu,36
Gamay (Beaujolais),7,mac and cheese,25
Riesling (dry),19,citrus salad,15
Torrontés,25,grilled ribeye,22
Viognier,26,carbonara,9
Albariño,0,lemon tart,24
Ice Wine,11,gazpacho,20
Zinfandel,28,gazpacho,20
Barbera,1,roast lamb,32
Sauternes,21,fondue,19
Grenache,9,charcuterie board,10
Cabernet Sauvignon,2,fondue,19
Malbec,13,grilled burger,21
Merlot,14,olives and cheese,28
Sauternes,21,mushroom risotto,27
Ice Wine,11,beef stew,7
Cava,3,bbq brisket,5
Grüner Veltliner,10,shrimp scampi,33
Port,17,fondue,19
Sauternes,21,bbq brisket,5
Gewürztraminer,8,Indian vindaloo,0
Pinot Noir,16,mac and cheese,25
Port,17,roast lamb,32
Malbec,13,gazpacho,20
Sauvignon Blanc,22,grilled ribeye,22
Cava,3,beef stew,7
Sauternes,21,caprese salad,8
Sangiovese,20,bbq brisket,5
Madeira,12,mac and cheese,25
Grenache,9,roast lamb,32
Grenache,9,charcuterie board,10
Albariño,0,beef stew,7
Grenache,9,olives and cheese,28
Gewürztraminer,8,mac and cheese,25
Madeira,12,fondue,19
Cava,3,charcuterie board,10
Viognier,26,caprese salad,8
Nebbiolo,15,grilled salmon,23
Ice Wine,11,cheese platter,11
Grüner Veltliner,10,sorbet,35
Port,17,cheesecake,12
Albariño,0,beef stew,7
Sauternes,21,smoked sausage,34
Cava,3,mixed nuts,26
Pinot Noir,16,fondue,19
Gewürztraminer,8,cheese platter,11
Gewürztraminer,8,mac and cheese,25
Tempranillo,24,fondue,19
Chenin Blanc,6,gazpacho,20
Merlot,14,carbonara,9
Chardonnay,5,duck à l’orange,17
Viognier,26,grilled ribeye,22
Provence Rosé,18,mac and cheese,25
Cava,3,citrus salad,15
Nebbiolo,15,alfredo pasta,3
Viognier,26,roast lamb,32
Merlot,14,roast lamb,32
Sangiovese,20,beef stew,7
Albariño,0,chocolate mousse,14
Sauternes,21,pork tenderloin,30
Sauternes,21,charcuterie board,10
Viognier,26,roast chicken with herbs,31
Madeira,12,roast lamb,32
Chenin Blanc,6,mac and cheese,25
Zinfandel,28,smoked sausage,34
Albariño,0,stir-fried tofu,36
Sangiovese,20,bbq brisket,5
Champagne,4,gazpacho,20
Zinfandel,28,citrus salad,15
Sauvignon Blanc,22,bbq brisket,5
Ice Wine,11,mac and cheese,25
Merlot,14,cheese platter,11
Albariño,0,mac and cheese,25
Riesling (dry),19,roast lamb,32
Ice Wine,11,bacon burger,4
Barbera,1,citrus salad,15
Zinfandel,28,beef stew,7
Torrontés,25,citrus salad,15
Gamay (Beaujolais),7,bbq brisket,5
Madeira,12,lemon tart,24
Gamay (Beaujolais),7,shrimp scampi,33
Albariño,0,lemon tart,24
Tempranillo,24,mac and cheese,25
Chardonnay,5,gazpacho,20
Sangiovese,20,chicken curry,13
Viognier,26,alfredo pasta,3
Port,17,mac and cheese,25
Cava,3,bbq brisket,5
Barbera,1,caprese salad,8
Tempranillo,24,fondue,19
Merlot,14,bacon burger,4
Grüner Veltliner,10,cheese platter,11
Albariño,0,bbq brisket,5
Ice Wine,11,smoked sausage,34
Chardonnay,5,citrus salad,15
Sauternes,21,olives and cheese,28
Viognier,26,bbq brisket,5
Sauvignon Blanc,22,fondue,19
Grüner Veltliner,10,fondue,19
Grüner Veltliner,10,grilled ribeye,22
Provence Rosé,18,caprese salad,8
Tempranillo,24,roast lamb,32
Merlot,14,mac and cheese,25
Chardonnay,5,carbonara,9
Chardonnay,5,grilled ribeye,22
Nebbiolo,15,Sichuan noodles,1
Champagne,4,charcuterie board,10
Torrontés,25,caprese salad,8
Sauvignon Blanc,22,caprese salad,8
Cava,3,olives and cheese,28
Nebbiolo,15,mac and cheese,25
Sauternes,21,bacon burger,4
Cava,3,citrus salad,15
Ice Wine,11,smoked sausage,34
Ice Wine,11,cheese platter,11
Madeira,12,bbq brisket,5
Torrontés,25,Thai curry,2
Sauvignon Blanc,22,bbq brisket,5
Sauvignon Blanc,22,mushroom risotto,27
Tempranillo,24,beef stew,7
Sauternes,21,grilled burger,21
Sauternes,21,grilled ribeye,22
Pinot Noir,16,caprese salad,8
Ice Wine,11,roast chicken with herbs,31
Sauvignon Blanc,22,shrimp scampi,33
Gamay (Beaujolais),7,beef stew,7
Merlot,14,bacon burger,4
Madeira,12,chocolate mousse,14
Sauvignon Blanc,22,sorbet,35
Tempranillo,24,beef stew,7
Torrontés,25,grilled ribeye,22
Sauternes,21,stir-fried tofu,36
Sangiovese,20,beef stew,7
Sauternes,21,charcuterie board,10
Sauternes,21,citrus salad,15
Zinfandel,28,fondue,19
Sauvignon Blanc,22,stir-fried tofu,36
Gewürztraminer,8,Sichuan noodles,1
Sauvignon Blanc,22,grilled ribeye,22
Merlot,14,alfredo pasta,3
Sauvignon Blanc,22,lemon tart,24
Cabernet Sauvignon,2,mac and cheese,25
Zinfandel,28,bbq ribs,6
Zinfandel,28,bbq brisket,5
Sauternes,21,cheese platter,11
Torrontés,25,grilled ribeye,22
Albariño,0,cream of mushroom soup,16
Viognier,26,bacon burger,4
Chardonnay,5,grilled ribeye,22
Syrah/Shiraz,23,beef stew,7
Albariño,0,roast lamb,32
Cabernet Sauvignon,2,citrus salad,15
Viognier,26,mac and cheese,25
Torrontés,25,gazpacho,20
Grüner Veltliner,10,mushroom risotto,27
Albariño,0,cream of mushroom soup,16
Sauternes,21,beef stew,7
Chardonnay,5,bbq brisket,5
Gamay (Beaujolais),7,beef stew,7
Grenache,9,olives and cheese,28
Madeira,12,cheesecake,12
Sangiovese,20,citrus salad,15
Sauternes,21,oysters,29
Albariño,0,cheesecake,12
Ice Wine,11,roast chicken with herbs,31
Grüner Veltliner,10,vegetable curry,37
Ice Wine,11,mac and cheese,25
Albariño,0,mac and cheese,25
Cava,3,caprese salad,8
Sauvignon Blanc,22,lemon tart,24
Ice Wine,11,vegetable curry,37
Champagne,4,beef stew,7
White Zinfandel,27,beef stew,7
Sauternes,21,fish tacos,18
Cabernet Sauvignon,2,smoked sausage,34
Gewürztraminer,8,roast lamb,32
Nebbiolo,15,gazpacho,20
Port,17,mac and cheese,25
Gewürztraminer,8,roast lamb,32
Gamay (Beaujolais),7,fondue,19
Syrah/Shiraz,23,cheese platter,11
Grüner Veltliner,10,shrimp scampi,33
Cava,3,beef stew,7
Pinot Noir,16,roast lamb,32
Gamay (Beaujolais),7,grilled salmon,23
Viognier,26,gazpacho,20
Torrontés,25,fondue,19
Chenin Blanc,6,beef stew,7
Barbera,1,grilled ribeye,22
Grüner Veltliner,10,cream of mushroom soup,16
Sauternes,21,pork tenderloin,30
Albariño,0,vegetable curry,37
Torrontés,25,citrus salad,15
Viognier,26,grilled ribeye,22
Sangiovese,20,beef stew,7
Riesling (dry),19,roast lamb,32
Madeira,12,chocolate mousse,14
Merlot,14,mac and cheese,25
Grenache,9,fondue,19
Sauternes,21,carbonara,9
Chenin Blanc,6,grilled ribeye,22
Merlot,14,mac and cheese,25
Grüner Veltliner,10,grilled ribeye,22
Champagne,4,grilled ribeye,22
Barbera,1,caprese salad,8
Syrah/Shiraz,23,mac and cheese,25
Tempranillo,24,mac and cheese,25
Chardonnay,5,fondue,19
Gewürztraminer,8,mac and cheese,25
Ice Wine,11,shrimp scampi,33
Syrah/Shiraz,23,cheese platter,11
Madeira,12,gazpacho,20
Tempranillo,24,gazpacho,20
Tempranillo,24,fondue,19
Ice Wine,11,chocolate mousse,14
Zinfandel,28,cheese platter,11
Sauternes,21,roast lamb,32
Cava,3,roast lamb,32
Champagne,4,cheese platter,11
Pinot Noir,16,fondue,19
Merlot,14,roast lamb,32
Gewürztraminer,8,caprese salad,8
Malbec,13,smoked sausage,34
Malbec,13,bbq brisket,5
Sauvignon Blanc,22,alfredo pasta,3
Merlot,14,bbq brisket,5
Cava,3,caprese salad,8
Sauvignon Blanc,22,roast lamb,32
Albariño,0,chocolate mousse,14
Albariño,0,cheese platter,11
Sauternes,21,cheese platter,11
Viognier,26,cheese platter,11
Sauternes,21,olives and cheese,28
Viognier,26,mac and cheese,25
Zinfandel,28,mac and cheese,25
Chenin Blanc,6,beef stew,7
Grüner Veltliner,10,caprese salad,8
Gewürztraminer,8,bbq brisket,5
Viognier,26,bbq brisket,5
Malbec,13,caprese salad,8
White Zinfandel,27,gazpacho,20
Provence Rosé,18,citrus salad,15
Albariño,0,fondue,19
Sauvignon Blanc,22,cheesecake,12
Ice Wine,11,smoked sausage,34
Nebbiolo,15,caprese salad,8
Grüner Veltliner,10,carbonara,9
Sangiovese,20,fondue,19
Merlot,14,beef stew,7
Nebbiolo,15,bbq brisket,5
Madeira,12,roast lamb,32
Albariño,0,cream of mushroom soup,16
Chenin Blanc,6,fondue,19
Pinot Noir,16,cheese platter,11
Nebbiolo,15,fondue,19
Madeira,12,mac and cheese,25
Sauternes,21,duck à l’orange,17
Albariño,0,carbonara,9
Chardonnay,5,grilled ribeye,22
Gamay (Beaujolais),7,grilled salmon,23
Sauvignon Blanc,22,mac and cheese,25
Malbec,13,beef stew,7
Sangiovese,20,mac and cheese,25
Pinot Noir,16,roast lamb,32
Cabernet Sauvignon,2,gazpacho,20
Sangiovese,20,vegetable curry,37
Port,17,fondue,19
Chenin Blanc,6,fondue,19
Champagne,4,caprese salad,8
Madeira,12,chocolate mousse,14
Sangiovese,20,beef stew,7
Provence Rosé,18,roast lamb,32
Tempranillo,24,beef stew,7
Gewürztraminer,8,caprese salad,8
Tempranillo,24,caprese salad,8
Grüner Veltliner,10,roast lamb,32
Zinfandel,28,mac and cheese,25
Cabernet Sauvignon,2,grilled ribeye,22
Grenache,9,roast lamb,32
Barbera,1,citrus salad,15
Malbec,13,fondue,19
Ice Wine,11,chicken curry,13
Zinfandel,28,fondue,19
Sauternes,21,pork tenderloin,30
Merlot,14,cheese platter,11
Ice Wine,11,grilled ribeye,22
Ice Wine,11,duck à l’orange,17
Riesling (dry),19,Sichuan noodles,1
Pinot Noir,16,cheese platter,11
Gewürztraminer,8,bbq brisket,5
Pinot Noir,16,mac and cheese,25
Zinfandel,28,mac and cheese,25
Cava,3,mixed nuts,26
Torrontés,25,mac and cheese,25
Nebbiolo,15,fondue,19
Madeira,12,caprese salad,8
Sauternes,21,shrimp scampi,33
Zinfandel,28,gazpacho,20
Champagne,4,olives and cheese,28
Cabernet Sauvignon,2,mac and cheese,25
Sauternes,21,olives and cheese,28
Chardonnay,5,gazpacho,20
Tempranillo,24,roast lamb,32
Cava,3,roast lamb,32
Torrontés,25,mac and cheese,25
Riesling (dry),19,Sichuan noodles,1
Merlot,14,citrus salad,15
Sauvignon Blanc,22,fondue,19
Pinot Noir,16,duck à l’orange,17
Madeira,12,cheese platter,11
Gamay (Beaujolais),7,bbq brisket,5
Zinfandel,28,citrus salad,15
Chardonnay,5,beef stew,7
Sauternes,21,stir-fried tofu,36
Grüner Veltliner,10,stir-fried tofu,36
Ice Wine,11,roast chicken with herbs,31
Albariño,0,vegetable curry,37
Grüner Veltliner,10,grilled salmon,23
Cava,3,shrimp scampi,33
Grenache,9,fondue,19
Barbera,1,gazpacho,20
Gamay (Beaujolais),7,caprese salad,8
Nebbiolo,15,oysters,29
Provence Rosé,18,grilled ribeye,22
Torrontés,25,roast lamb,32
Port,17,beef stew,7
Sauvignon Blanc,22,caprese salad,8
Nebbiolo,15,fondue,19
Chardonnay,5,gazpacho,20
Sauternes,21,grilled salmon,23
Gamay (Beaujolais),7,cheese platter,11
Merlot,14,mac and cheese,25
Ice Wine,11,bbq ribs,6
Sauternes,21,cheese platter,11
Pinot Noir,16,grilled ribeye,22
Grenache,9,pork tenderloin,30
Cabernet Sauvignon,2,gazpacho,20
Madeira,12,caprese salad,8
Grüner Veltliner,10,cream of mushroom soup,16
Viognier,26,gazpacho,20
Provence Rosé,18,citrus salad,15
Grüner Veltliner,10,grilled ribeye,22
Zinfandel,28,smoked sausage,34
Sauternes,21,fondue,19
Albariño,0,oysters,29
Albariño,0,vegetable curry,37
Sauternes,21,fondue,19
Ice Wine,11,gazpacho,20
Gamay (Beaujolais),7,grilled ribeye,22
Chenin Blanc,6,grilled ribeye,22
Sauternes,21,roast chicken with herbs,31
Barbera,1,bbq brisket,5
Merlot,14,cheese platter,11
Chenin Blanc,6,grilled ribeye,22
Nebbiolo,15,carbonara,9
Champagne,4,charcuterie board,10
Sauvignon Blanc,22,cheese platter,11
Barbera,1,mac and cheese,25
Grenache,9,citrus salad,15
Viognier,26,gazpacho,20
Madeira,12,sorbet,35
Sauvignon Blanc,22,carbonara,9
Barbera,1,fondue,19
Grüner Veltliner,10,mac and cheese,25
Chenin Blanc,6,fondue,19
Sauternes,21,olives and cheese,28
Sauternes,21,beef stew,7
Provence Rosé,18,fondue,19
Albariño,0,carbonara,9
Pinot Noir,16,fondue,19
Tempranillo,24,bbq brisket,5
Sauternes,21,mushroom risotto,27
Champagne,4,gazpacho,20
Cabernet Sauvignon,2,cheese platter,11
Pinot Noir,16,beef stew,7
Viognier,26,cheese platter,11
Riesling (dry),19,roast lamb,32
Sauternes,21,oysters,29
Port,17,sorbet,35
Grenache,9,roast lamb,32
Sauvignon Blanc,22,chocolate mousse,14
Sauternes,21,cheesecake,12
Albariño,0,cheesecake,12
Sauternes,21,mushroom risotto,27
Grenache,9,beef stew,7
Malbec,13,fondue,19
Sauternes,21,gazpacho,20
Sauternes,21,beef stew,7
Ice Wine,11,stir-fried tofu,36
Sauvignon Blanc,22,fondue,19
Sauvignon Blanc,22,grilled ribeye,22
Zinfandel,28,fondue,19
Port,17,citrus salad,15
Chenin Blanc,6,cheese platter,11
White Zinfandel,27,grilled ribeye,22
Sangiovese,20,stir-fried tofu,36
Ice Wine,11,roast lamb,32
Champagne,4,citrus salad,15
Grüner Veltliner,10,lemon tart,24
Syrah/Shiraz,23,cheese platter,11
Viognier,26,roast lamb,32
Champagne,4,grilled salmon,23
Merlot,14,citrus salad,15
Chardonnay,5,grilled ribeye,22
Albariño,0,fondue,19
Sangiovese,20,chicken curry,13
Nebbiolo,15,grilled salmon,23
Gamay (Beaujolais),7,grilled ribeye,22
Grenache,9,bacon burger,4
Gewürztraminer,8,Sichuan noodles,1
Viognier,26,roast lamb,32
Pinot Noir,16,mushroom risotto,27
Sauvignon Blanc,22,mac and cheese,25
Malbec,13,caprese salad,8
Ice Wine,11,sorbet,35
Viognier,26,fondue,19
Provence Rosé,18,mac and cheese,25
Syrah/Shiraz,23,beef stew,7
Riesling (dry),19,fondue,19
Nebbiolo,15,cream of mushroom soup,16
Sauvignon Blanc,22,gazpacho,20
Nebbiolo,15,bbq brisket,5
Ice Wine,11,roast lamb,32
Ice Wine,11,grilled ribeye,22
Ice Wine,11,roast lamb,32
Barbera,1,beef stew,7
Torrontés,25,mac and cheese,25
Cava,3,mac and cheese,25
Viognier,26,roast lamb,32
Grüner Veltliner,10,lemon tart,24
Grüner Veltliner,10,fish tacos,18
Provence Rosé,18,cheese platter,11
Sauvignon Blanc,22,carbonara,9
Nebbiolo,15,alfredo pasta,3
Sauternes,21,pork tenderloin,30
Gamay (Beaujolais),7,bbq brisket,5
Cava,3,cheese platter,11
Chardonnay,5,beef stew,7
Sauvignon Blanc,22,cream of mushroom soup,16
Zinfandel,28,cheese platter,11
Chenin Blanc,6,caprese salad,8
Nebbiolo,15,beef stew,7
Grenache,9,mac and cheese,25
Provence Rosé,18,fondue,19
Cava,3,shrimp scampi,33
Grüner Veltliner,10,roast lamb,32
Merlot,14,fondue,19
Viognier,26,duck à l’orange,17
Grüner Veltliner,10,mac and cheese,25
Gamay (Beaujolais),7,fondue,19
Cabernet Sauvignon,2,bbq brisket,5
Viognier,26,fondue,19
Cabernet Sauvignon,2,smoked sausage,34
Tempranillo,24,citrus salad,15
Sauvignon Blanc,22,lemon tart,24
Chardonnay,5,caprese salad,8
Chardonnay,5,roast chicken with herbs,31
Cabernet Sauvignon,2,citrus salad,15
Grenache,9,mixed nuts,26
Tempranillo,24,grilled ribeye,22
Champagne,4,mixed nuts,26
Barbera,1,grilled ribeye,22
Cabernet Sauvignon,2,gazpacho,20
Sauternes,21,mushroom risotto,27
Sangiovese,20,roast lamb,32
Albariño,0,cream of mushroom soup,16
Grüner Veltliner,10,chocolate mousse,14
Grenache,9,roast lamb,32
Champagne,4,roast lamb,32
Chardonnay,5,beef stew,7
Gamay (Beaujolais),7,oysters,29
Nebbiolo,15,roast lamb,32
Zinfandel,28,cheese platter,11
Torrontés,25,beef stew,7
Cava,3,fish tacos,18
Sauternes,21,vegetable curry,37
Grenache,9,cheese platter,11
Grenache,9,roast lamb,32
Riesling (dry),19,fondue,19
Zinfandel,28,mac and cheese,25
Grüner Veltliner,10,shrimp scampi,33
Port,17,beef stew,7
Sauvignon Blanc,22,beef stew,7
Grenache,9,caprese salad,8
Syrah/Shiraz,23,beef stew,7
Tempranillo,24,beef stew,7
Cabernet Sauvignon,2,citrus salad,15
Grenache,9,bacon burger,4
Ice Wine,11,grilled ribeye,22
White Zinfandel,27,fondue,19
Gewürztraminer,8,beef stew,7
Nebbiolo,15,shrimp scampi,33
Pinot Noir,16,beef stew,7
Sangiovese,20,roast lamb,32
Albariño,0,fondue,19
Madeira,12,gazpacho,20
Cabernet Sauvignon,2,cheese platter,11
Sauvignon Blanc,22,carbonara,9
Sauvignon Blanc,22,stir-fried tofu,36
Chardonnay,5,mac and cheese,25
Chenin Blanc,6,bbq brisket,5
Zinfandel,28,fondue,19
Champagne,4,grilled ribeye,22
Ice Wine,11,oysters,29
Nebbiolo,15,fish tacos,18
Ice Wine,11,smoked sausage,34
Port,17,lemon tart,24
Gamay (Beaujolais),7,citrus salad,15
Gewürztraminer,8,citrus salad,15
Cava,3,fish tacos,18
Nebbiolo,15,bbq brisket,5
Sauvignon Blanc,22,gazpacho,20
Riesling (dry),19,Thai curry,2
Gewürztraminer,8,citrus salad,15
Riesling (dry),19,caprese salad,8
Malbec,13,grilled burger,21
Albariño,0,cheesecake,12
Barbera,1,roast lamb,32
Albariño,0,oysters,29
Port,17,caprese salad,8
Syrah/Shiraz,23,bbq brisket,5
Chardonnay,5,cream of mushroom soup,16
Champagne,4,fondue,19
Cabernet Sauvignon,2,caprese salad,8
Ice Wine,11,grilled burger,21
Ice Wine,11,grilled burger,21
Syrah/Shiraz,23,cheese platter,11
Madeira,12,roast lamb,32
Provence Rosé,18,beef stew,7
Cava,3,fondue,19
Ice Wine,11,charcuterie board,10
Sauternes,21,mac and cheese,25
Grüner Veltliner,10,mushroom risotto,27
White Zinfandel,27,cheese platter,11
Ice Wine,11,bacon burger,4
Albariño,0,carbonara,9
Cabernet Sauvignon,2,mac and cheese,25
Merlot,14,mac and cheese,25
Riesling (dry),19,cheese platter,11
Syrah/Shiraz,23,citrus salad,15
Sauvignon Blanc,22,vegetable curry,37
Ice Wine,11,fish tacos,18
Syrah/Shiraz,23,roast lamb,32
Zinfandel,28,bbq brisket,5
Ice Wine,11,roast chicken with herbs,31
Merlot,14,mixed nuts,26
Gamay (Beaujolais),7,bbq brisket,5
Sangiovese,20,bbq brisket,5
Torrontés,25,gazpacho,20
Sauvignon Blanc,22,mac and cheese,25
Nebbiolo,15,cheese platter,11
Sauvignon Blanc,22,vegetable curry,37
Chardonnay,5,caprese salad,8
Zinfandel,28,mac and cheese,25
Sauvignon Blanc,22,fondue,19
Provence Rosé,18,cheese platter,11
Nebbiolo,15,fish tacos,18
Sangiovese,20,stir-fried tofu,36
Chardonnay,5,gazpacho,20
Ice Wine,11,olives and cheese,28
Ice Wine,11,shrimp scampi,33
Provence Rosé,18,caprese salad,8
Champagne,4,charcuterie board,10
Port,17,mac and cheese,25
Madeira,12,caprese salad,8
Provence Rosé,18,fondue,19
Sauvignon Blanc,22,cream of mushroom soup,16
Sangiovese,20,mushroom risotto,27
Sauternes,21,roast lamb,32
Riesling (dry),19,fondue,19
Port,17,citrus salad,15
Gamay (Beaujolais),7,fondue,19
Madeira,12,fondue,19
Chardonnay,5,citrus salad,15
Ice Wine,11,citrus salad,15
Grüner Veltliner,10,cheese platter,11
Ice Wine,11,olives and cheese,28
Pinot Noir,16,cheese platter,11
Port,17,grilled ribeye,22
Grüner Veltliner,10,vegetable curry,37
Albariño,0,fondue,19
Sauternes,21,olives and cheese,28
White Zinfandel,27,gazpacho,20
Nebbiolo,15,bacon burger,4
Torrontés,25,grilled ribeye,22
Cava,3,mixed nuts,26
Malbec,13,cheese platter,11
Ice Wine,11,duck à l’orange,17
Grüner Veltliner,10,gazpacho,20
Cabernet Sauvignon,2,gazpacho,20
Sauvignon Blanc,22,beef stew,7
Ice Wine,11,cheese platter,11
Sauvignon Blanc,22,shrimp scampi,33
Tempranillo,24,fondue,19
Gamay (Beaujolais),7,grilled salmon,23
Merlot,14,mixed nuts,26
Albariño,0,sorbet,35
Sauvignon Blanc,22,cheese platter,11
Grüner Veltliner,10,citrus salad,15
Ice Wine,11,gazpacho,20
Viognier,26,mac and cheese,25
White Zinfandel,27,mac and cheese,25
Sauternes,21,mixed nuts,26
White Zinfandel,27,cheese platter,11
Torrontés,25,gazpacho,20
Ice Wine,11,olives and cheese,28
Sauvignon Blanc,22,stir-fried tofu,36
Zinfandel,28,grilled burger,21
Cava,3,fondue,19
Malbec,13,gazpacho,20
Torrontés,25,Sichuan noodles,1
Zinfandel,28,bbq brisket,5
Ice Wine,11,bacon burger,4
Sangiovese,20,stir-fried tofu,36
Pinot Noir,16,cheese platter,11
Malbec,13,citrus salad,15
Tempranillo,24,roast lamb,32
Gewürztraminer,8,Indian vindaloo,0
Riesling (dry),19,citrus salad,15
Malbec,13,gazpacho,20
Torrontés,25,Indian vindaloo,0
Barbera,1,bbq brisket,5
Zinfandel,28,caprese salad,8
Ice Wine,11,lemon tart,24
Zinfandel,28,smoked sausage,34
Provence Rosé,18,grilled ribeye,22
Syrah/Shiraz,23,gazpacho,20
Grenache,9,cheese platter,11
Ice Wine,11,vegetable curry,37
Provence Rosé,18,cheese platter,11
Malbec,13,beef stew,7
Barbera,1,mac and cheese,25
Viognier,26,duck à l’orange,17
Gewürztraminer,8,bbq brisket,5
Sauternes,21,shrimp scampi,33
Cava,3,shrimp scampi,33
Provence Rosé,18,grilled ribeye,22
Sangiovese,20,duck à l’orange,17
Grenache,9,fondue,19
Albariño,0,gazpacho,20
Gewürztraminer,8,mac and cheese,25
Riesling (dry),19,beef stew,7
Sauternes,21,stir-fried tofu,36
Cava,3,grilled ribeye,22
Sauvignon Blanc,22,oysters,29
Sauternes,21,bbq brisket,5
Sauvignon Blanc,22,fish tacos,18
Nebbiolo,15,bacon burger,4
Viognier,26,roast chicken with herbs,31
Grenache,9,mac and cheese,25
Ice Wine,11,pork tenderloin,30
Pinot Noir,16,cheese platter,11
Albariño,0,grilled salmon,23
Zinfandel,28,grilled ribeye,22
Grenache,9,mixed nuts,26
Nebbiolo,15,gazpacho,20
Chenin Blanc,6,cheese platter,11
Ice Wine,11,shrimp scampi,33
Provence Rosé,18,cheese platter,11
Tempranillo,24,beef stew,7
Provence Rosé,18,citrus salad,15
Sauvignon Blanc,22,mac and cheese,25
Zinfandel,28,beef stew,7
Nebbiolo,15,oysters,29
